module,contributor,author,commentor,integrator,churn,entropy,p1,p2,p3,p4,p5,p6,p7,p8,top_iso,top_rso,top_tco
623,14,5,14,4,60,\N,0.071429,0.000000,0.142857,0.071429,0.214286,0.071429,0.214286,0.214286,0.50000000000000000000,0.23245614035087719298,0.26666666666666666667
624,10,4,10,3,203,\N,0.000000,0.000000,0.200000,0.100000,0.100000,0.200000,0.100000,0.300000,0.72730000000000000000,0.30384615384615384615,0.42857142857142857143
625,12,5,12,3,111,0.779417,0.000000,0.000000,0.166667,0.083333,0.166667,0.166667,0.000000,0.416667,0.70000000000000000000,0.26002024291497975709,0.63063063063063063063
626,10,4,10,2,76,1.000000,0.000000,0.000000,0.100000,0.100000,0.400000,0.000000,0.200000,0.200000,0.80000000000000000000,0.29615384615384615385,0.36842105263157894737
627,11,3,11,3,520,0.957647,0.000000,0.000000,0.181818,0.090909,0.090909,0.000000,0.000000,0.636364,0.72730000000000000000,0.32756410256410256410,0.97692307692307692308
628,12,5,12,4,810,0.414480,0.000000,0.000000,0.166667,0.166667,0.083333,0.000000,0.000000,0.583333,0.64290000000000000000,0.32988165680473372781,0.92592592592592592593
629,29,11,28,10,130,0.560950,0.034483,0.103448,0.068966,0.137931,0.034483,0.068966,0.068966,0.482759,0.33330000000000000000,0.13784008551810409396,0.32307692307692307692
631,1,0,0,1,0,\N,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000
632,1,0,0,1,0,\N,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000
634,30,11,27,11,369,0.585187,0.033333,0.000000,0.100000,0.033333,0.000000,0.100000,0.000000,0.733333,0.60530000000000000000,0.38343964420887497811,0.37127371273712737127
635,47,16,46,15,997,0.527841,0.021277,0.000000,0.042553,0.021277,0.021277,0.000000,0.021277,0.872340,0.65970000000000000000,0.32474084954901234366,0.67803410230692076229
639,19,6,18,6,130,0.363046,0.052632,0.052632,0.105263,0.105263,0.000000,0.052632,0.105263,0.526316,0.36360000000000000000,0.28717320261437908497,0.53076923076923076923
640,30,11,29,8,334,0.141215,0.066667,0.000000,0.066667,0.000000,0.000000,0.033333,0.000000,0.833333,0.72920000000000000000,0.42964303821446678590,0.65269461077844311377
641,23,7,23,8,2076,0.649816,0.086957,0.000000,0.000000,0.000000,0.043478,0.043478,0.000000,0.826087,0.80520000000000000000,0.46949694864919778415,0.57658959537572254335
642,24,7,24,4,273,0.251432,0.041667,0.000000,0.041667,0.000000,0.041667,0.083333,0.041667,0.750000,0.86960000000000000000,0.40906210191924477639,0.58608058608058608059
643,44,16,42,18,591,0.208309,0.022727,0.000000,0.045455,0.000000,0.022727,0.022727,0.000000,0.886364,0.76270000000000000000,0.50654464427434989433,0.69712351945854483926
644,31,12,31,13,223,0.283533,0.064516,0.064516,0.129032,0.032258,0.000000,0.096774,0.032258,0.580645,0.21210000000000000000,0.17531849278172807585,0.23318385650224215247
645,39,14,37,14,8636,0.849422,0.051282,0.000000,0.025641,0.000000,0.000000,0.076923,0.000000,0.846154,0.26670000000000000000,0.29947605632556172464,0.43260768874478925428
646,7,2,7,2,86,\N,0.142857,0.000000,0.142857,0.000000,0.142857,0.000000,0.571429,0.000000,0.66670000000000000000,0.25609756097560975610,0.53488372093023255814
648,49,25,46,24,10805,0.489149,0.020408,0.000000,0.040816,0.000000,0.020408,0.040816,0.020408,0.857143,0.68300000000000000000,0.40303499739171195226,0.47524294308190652476
649,9,3,8,4,73,\N,0.222222,0.000000,0.000000,0.222222,0.000000,0.000000,0.111111,0.444444,0.58330000000000000000,0.45351362928337556443,0.79452054794520547945
650,42,15,41,12,2949,0.391381,0.047619,0.000000,0.047619,0.000000,0.047619,0.000000,0.023810,0.833333,0.66990000000000000000,0.38257402370245673951,0.57341471685317056629
651,24,9,21,11,279,0.778859,0.083333,0.000000,0.083333,0.041667,0.041667,0.083333,0.041667,0.625000,0.27270000000000000000,0.18313791261888147701,0.47670250896057347670
