module,contributor,author,commentor,integrator,churn,entropy,p1,p2,p3,p4,p5,p6,p7,p8,top_iso,top_rso,top_tco
820,15,4,14,5,435,0.664025,0.066667,0.066667,0.066667,0.133333,0.000000,0.000000,0.200000,0.466667,0.76470000000000000000,0.58031674208144796380,0.90114942528735632184
822,8,3,8,3,272,\N,0.375000,0.000000,0.000000,0.000000,0.000000,0.000000,0.250000,0.375000,0.60000000000000000000,0.33216783216783216783,0.66176470588235294118
824,10,2,10,2,40,\N,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.700000,0.83330000000000000000,0.46552248592921804703,0.95000000000000000000
825,34,9,33,10,499,\N,0.058824,0.058824,0.000000,0.058824,0.000000,0.000000,0.029412,0.794118,0.48780000000000000000,0.31861673567555920497,0.43086172344689378758
826,43,17,42,17,2135,0.729085,0.046512,0.023256,0.023256,0.046512,0.023256,0.023256,0.046512,0.767442,0.33330000000000000000,0.20998988365794316538,0.39859484777517564403
827,12,5,11,5,197,0.780295,0.166667,0.000000,0.166667,0.083333,0.000000,0.000000,0.416667,0.166667,0.42860000000000000000,0.26143790849673202614,0.63959390862944162437
829,16,7,13,5,418,\N,0.125000,0.125000,0.062500,0.000000,0.062500,0.062500,0.125000,0.437500,0.40000000000000000000,0.34705128205128205128,0.29186602870813397129
830,18,3,18,3,144,\N,0.166667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.833333,0.60000000000000000000,0.42623664850555606858,0.86111111111111111111
833,16,5,16,5,3240,0.827178,0.187500,0.000000,0.125000,0.000000,0.000000,0.000000,0.125000,0.562500,0.77420000000000000000,0.33320557352177905538,0.50462962962962962963
834,29,12,28,11,262,\N,0.103448,0.000000,0.034483,0.000000,0.034483,0.034483,0.103448,0.689655,0.51280000000000000000,0.26094687476266423635,0.22137404580152671756
836,27,13,26,10,652,0.863115,0.111111,0.037037,0.074074,0.037037,0.037037,0.037037,0.037037,0.629630,0.32260000000000000000,0.18398087711727262919,0.19478527607361963190
837,1,0,0,1,0,\N,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000
838,13,4,12,5,126,0.998364,0.153846,0.000000,0.076923,0.153846,0.000000,0.000000,0.307692,0.307692,0.64290000000000000000,0.50303030303030303030,0.90476190476190476190
839,4,1,4,1,32,\N,0.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.750000,0.000000,1.00000000000000000000,0.43750000000000000000,1.00000000000000000000
