module,contributor,author,commentor,integrator,churn,entropy,size,p1,p2,p3,p4,p5,p6,p7,p8,top_iso,top_rso,top_tco,status
87,8,2,8,2,11,0.684038,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.81818181818181818182,TRUE
88,8,2,8,2,9,0.764205,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.77777777777777777778,TRUE
89,8,2,8,2,9,0.764205,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.77777777777777777778,TRUE
90,8,2,8,2,11,0.684038,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.81818181818181818182,TRUE
91,8,2,8,2,11,0.684038,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.81818181818181818182,TRUE
92,8,2,8,2,9,0.764205,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.77777777777777777778,TRUE
93,8,2,8,2,9,0.764205,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.77777777777777777778,TRUE
94,8,2,8,2,9,0.764205,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.77777777777777777778,TRUE
95,8,2,8,2,11,0.684038,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.81818181818181818182,TRUE
96,8,2,8,2,49,0.246023,43,0.000000,0.000000,0.250000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.95918367346938775510,TRUE
97,8,2,8,2,7,0.863121,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.71428571428571428571,TRUE
98,8,2,8,2,9,0.764205,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.77777777777777777778,TRUE
99,8,2,8,2,7,0.863121,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.71428571428571428571,TRUE
100,8,2,8,2,11,0.684038,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.81818181818181818182,TRUE
101,8,2,8,2,7,0.863121,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.71428571428571428571,TRUE
102,8,2,8,2,13,0.619382,43,0.125000,0.000000,0.125000,0.000000,0.125000,0.000000,0.375000,0.250000,0.66670000000000000000,0.30555555555555555556,0.84615384615384615385,TRUE
